strategy,category,subcategory,allocation_pct
"Multifactor 30 (ETF, exCore, QUSLGVMQ, 5YCRPETF)",Cash,,0.8745
"Multifactor 30 (ETF, exCore, QUSLGVMQ, 5YCRPETF)",Cash,Cash,0.2995
"Multifactor 30 (ETF, exCore, QUSLGVMQ, 5YCRPETF)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Equity,,30.0
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Bonds,,69.1255
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Cash,,0.8745
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Cash,Cash,0.2995
"Multifactor 30 (ETF, exCore, QUSLGVMQ, B5YCRP)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, MUSLGMFTLM)",Equity,,30.0
"Multifactor 30 (ETF, MUSLGMFTLM)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, MUSLGMFTLM)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, MUSLGMFTLM)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, MUSLGMFTLM)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, MUSLGMFTLM)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, MUSLGMFTLM)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, MUSLGMFTLM)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, MUSLGMFTLM)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, MUSLGMFTLM)",Bonds,,69.1255
"Multifactor 30 (ETF, MUSLGMFTLM)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, MUSLGMFTLM)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, MUSLGMFTLM)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, MUSLGMFTLM)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, MUSLGMFTLM)",Cash,,0.8745
"Multifactor 30 (ETF, MUSLGMFTLM)",Cash,Cash,0.2995
"Multifactor 30 (ETF, MUSLGMFTLM)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Equity,,30.0
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Bonds,,69.1255
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Cash,,0.8745
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Cash,Cash,0.2995
"Multifactor 30 (ETF, MUSLGMFTLM, 5YCRPETF)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Equity,,30.0
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Bonds,,69.1255
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Cash,,0.8745
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Cash,Cash,0.2995
"Multifactor 30 (ETF, MUSLGMFTLM, 5YTRYETF)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Equity,,30.0
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Bonds,,69.1255
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Cash,,0.8745
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Cash,Cash,0.2995
"Multifactor 30 (ETF, MUSLGMFTLM, B5YCRP)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, Non-US Only)",Equity,,30.0
"Multifactor 30 (ETF, Non-US Only)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, Non-US Only)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, Non-US Only)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, Non-US Only)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, Non-US Only)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, Non-US Only)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, Non-US Only)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, Non-US Only)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, Non-US Only)",Bonds,,69.1255
"Multifactor 30 (ETF, Non-US Only)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, Non-US Only)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, Non-US Only)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, Non-US Only)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, Non-US Only)",Cash,,0.8745
"Multifactor 30 (ETF, Non-US Only)",Cash,Cash,0.2995
"Multifactor 30 (ETF, Non-US Only)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, P5YCRP)",Equity,,30.0
"Multifactor 30 (ETF, P5YCRP)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, P5YCRP)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, P5YCRP)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, P5YCRP)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, P5YCRP)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, P5YCRP)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, P5YCRP)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, P5YCRP)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, P5YCRP)",Bonds,,69.1255
"Multifactor 30 (ETF, P5YCRP)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, P5YCRP)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, P5YCRP)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, P5YCRP)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, P5YCRP)",Cash,,0.8745
"Multifactor 30 (ETF, P5YCRP)",Cash,Cash,0.2995
"Multifactor 30 (ETF, P5YCRP)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, QUSALVMQ)",Equity,,30.0
"Multifactor 30 (ETF, QUSALVMQ)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, QUSALVMQ)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, QUSALVMQ)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, QUSALVMQ)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, QUSALVMQ)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, QUSALVMQ)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, QUSALVMQ)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, QUSALVMQ)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, QUSALVMQ)",Bonds,,69.1255
"Multifactor 30 (ETF, QUSALVMQ)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, QUSALVMQ)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, QUSALVMQ)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, QUSALVMQ)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, QUSALVMQ)",Cash,,0.8745
"Multifactor 30 (ETF, QUSALVMQ)",Cash,Cash,0.2995
"Multifactor 30 (ETF, QUSALVMQ)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Equity,,30.0
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Bonds,,69.1255
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Cash,,0.8745
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Cash,Cash,0.2995
"Multifactor 30 (ETF, QUSALVMQ, 5YCRPETF)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Equity,,30.0
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Bonds,,69.1255
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Cash,,0.8745
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Cash,Cash,0.2995
"Multifactor 30 (ETF, QUSALVMQ, B10YCRP)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Equity,,30.0
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Bonds,,69.1255
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Cash,,0.8745
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Cash,Cash,0.2995
"Multifactor 30 (ETF, QUSALVMQ, B5YCRP)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Equity,,30.0
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Bonds,,69.1255
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Cash,,0.8745
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Cash,Cash,0.2995
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Equity,,30.0
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Bonds,,69.1255
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Cash,,0.8745
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Cash,Cash,0.2995
"Multifactor 30 (ETF, QUSALVMQ, QIDMVMQ, B5YCRP)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Equity,,30.0
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Bonds,,69.1255
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Cash,,0.8745
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Cash,Cash,0.2995
"Multifactor 30 (ETF, QUSLGVMQ, 5YCRPETF)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Equity,,30.0
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Bonds,,69.1255
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Cash,,0.8745
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Cash,Cash,0.2995
"Multifactor 30 (ETF, QUSLGVMQ, B10YCRP)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Equity,,30.0
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Bonds,,69.1255
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Bonds,US Corporate Bond,16.2125
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Bonds,Int'l Bond,12.0281
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Cash,,0.8745
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Cash,Cash,0.2995
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ)",Cash,Money Market Taxable,0.575
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Equity,,30.0
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Equity,US Large Cap Core,10.5592
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Equity,US Real Estate,0.489
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Equity,US Sector Equity,6.7903
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Equity,US Mid Cap Core,1.0612
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Equity,US Small Cap Core,3.2987
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Equity,Int'l Developed Core,3.1489
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Equity,Int'l Developed Small/Mid Cap,1.7131
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Equity,Emerging Markets Core,2.9396
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Bonds,,69.1255
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Bonds,US Aggregate Bond,30.9037
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Bonds,US Treasury,9.9811
"Multifactor 30 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Bonds,US Corporate Bond,16.2125
