strategy,asset_1,asset_2,correlation
"Multifactor 10 (ETF, US Only)",Commodities,Commodities,1.0
"Multifactor 10 (ETF, US Only, 5YCRPETF)",US Equity,US Equity,1.0
"Multifactor 10 (ETF, US Only, 5YCRPETF)",US Equity,Int'l Equity,0.801
"Multifactor 10 (ETF, US Only, 5YCRPETF)",US Equity,US Bonds,0.132
"Multifactor 10 (ETF, US Only, 5YCRPETF)",US Equity,Real Estate,0.5472
"Multifactor 10 (ETF, US Only, 5YCRPETF)",US Equity,Commodities,0.2977
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Int'l Equity,US Equity,0.801
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Int'l Equity,US Bonds,0.0297
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Int'l Equity,Real Estate,0.5032
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Int'l Equity,Commodities,0.3973
"Multifactor 10 (ETF, US Only, 5YCRPETF)",US Bonds,US Equity,0.132
"Multifactor 10 (ETF, US Only, 5YCRPETF)",US Bonds,Int'l Equity,0.0297
"Multifactor 10 (ETF, US Only, 5YCRPETF)",US Bonds,US Bonds,1.0
"Multifactor 10 (ETF, US Only, 5YCRPETF)",US Bonds,Real Estate,0.2045
"Multifactor 10 (ETF, US Only, 5YCRPETF)",US Bonds,Commodities,-0.1067
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Real Estate,US Equity,0.5472
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Real Estate,Int'l Equity,0.5032
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Real Estate,US Bonds,0.2045
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Real Estate,Real Estate,1.0
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Real Estate,Commodities,0.2512
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Commodities,US Equity,0.2977
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Commodities,Int'l Equity,0.3973
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Commodities,US Bonds,-0.1067
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Commodities,Real Estate,0.2512
"Multifactor 10 (ETF, US Only, 5YCRPETF)",Commodities,Commodities,1.0
"Multifactor 10 (ETF, US Only, QUSALVMQ)",US Equity,US Equity,1.0
"Multifactor 10 (ETF, US Only, QUSALVMQ)",US Equity,Int'l Equity,0.7921
"Multifactor 10 (ETF, US Only, QUSALVMQ)",US Equity,US Bonds,0.126
"Multifactor 10 (ETF, US Only, QUSALVMQ)",US Equity,Real Estate,0.6065
"Multifactor 10 (ETF, US Only, QUSALVMQ)",US Equity,Commodities,0.2938
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Int'l Equity,US Equity,0.7921
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Int'l Equity,US Bonds,0.0585
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Int'l Equity,Real Estate,0.5422
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Int'l Equity,Commodities,0.3839
"Multifactor 10 (ETF, US Only, QUSALVMQ)",US Bonds,US Equity,0.126
"Multifactor 10 (ETF, US Only, QUSALVMQ)",US Bonds,Int'l Equity,0.0585
"Multifactor 10 (ETF, US Only, QUSALVMQ)",US Bonds,US Bonds,1.0
"Multifactor 10 (ETF, US Only, QUSALVMQ)",US Bonds,Real Estate,0.262
"Multifactor 10 (ETF, US Only, QUSALVMQ)",US Bonds,Commodities,-0.1242
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Real Estate,US Equity,0.6065
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Real Estate,Int'l Equity,0.5422
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Real Estate,US Bonds,0.262
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Real Estate,Real Estate,1.0
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Real Estate,Commodities,0.2645
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Commodities,US Equity,0.2938
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Commodities,Int'l Equity,0.3839
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Commodities,US Bonds,-0.1242
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Commodities,Real Estate,0.2645
"Multifactor 10 (ETF, US Only, QUSALVMQ)",Commodities,Commodities,1.0
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",US Equity,US Equity,1.0
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",US Equity,Int'l Equity,0.7948
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",US Equity,US Bonds,0.1456
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",US Equity,Real Estate,0.5702
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",US Equity,Commodities,0.3247
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Int'l Equity,US Equity,0.7948
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Int'l Equity,US Bonds,0.0534
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Int'l Equity,Real Estate,0.494
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Int'l Equity,Commodities,0.4102
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",US Bonds,US Equity,0.1456
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",US Bonds,Int'l Equity,0.0534
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",US Bonds,US Bonds,1.0
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",US Bonds,Real Estate,0.2146
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",US Bonds,Commodities,-0.1081
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Real Estate,US Equity,0.5702
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Real Estate,Int'l Equity,0.494
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Real Estate,US Bonds,0.2146
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Real Estate,Real Estate,1.0
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Real Estate,Commodities,0.2929
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Commodities,US Equity,0.3247
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Commodities,Int'l Equity,0.4102
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Commodities,US Bonds,-0.1081
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Commodities,Real Estate,0.2929
"Multifactor 10 (ETF, US Only, QUSLGVMQ)",Commodities,Commodities,1.0
"Multifactor 10 (MF, Social)",US Equity,US Equity,1.0
"Multifactor 10 (MF, Social)",US Equity,Int'l Equity,0.8394
"Multifactor 10 (MF, Social)",US Equity,US Bonds,0.1614
"Multifactor 10 (MF, Social)",US Equity,Real Estate,0.5686
"Multifactor 10 (MF, Social)",US Equity,Commodities,0.3092
"Multifactor 10 (MF, Social)",Int'l Equity,US Equity,0.8394
"Multifactor 10 (MF, Social)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 (MF, Social)",Int'l Equity,US Bonds,0.0851
"Multifactor 10 (MF, Social)",Int'l Equity,Real Estate,0.5001
"Multifactor 10 (MF, Social)",Int'l Equity,Commodities,0.3501
"Multifactor 10 (MF, Social)",US Bonds,US Equity,0.1614
"Multifactor 10 (MF, Social)",US Bonds,Int'l Equity,0.0851
"Multifactor 10 (MF, Social)",US Bonds,US Bonds,1.0
"Multifactor 10 (MF, Social)",US Bonds,Real Estate,0.2361
"Multifactor 10 (MF, Social)",US Bonds,Commodities,-0.1529
"Multifactor 10 (MF, Social)",Real Estate,US Equity,0.5686
"Multifactor 10 (MF, Social)",Real Estate,Int'l Equity,0.5001
"Multifactor 10 (MF, Social)",Real Estate,US Bonds,0.2361
"Multifactor 10 (MF, Social)",Real Estate,Real Estate,1.0
"Multifactor 10 (MF, Social)",Real Estate,Commodities,0.2764
"Multifactor 10 (MF, Social)",Commodities,US Equity,0.3092
"Multifactor 10 (MF, Social)",Commodities,Int'l Equity,0.3501
"Multifactor 10 (MF, Social)",Commodities,US Bonds,-0.1529
"Multifactor 10 (MF, Social)",Commodities,Real Estate,0.2764
"Multifactor 10 (MF, Social)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, 5YMUNETF)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, 5YMUNETF)",US Equity,Int'l Equity,0.8068
"Multifactor 10 TM (ETF, 5YMUNETF)",US Equity,US Bonds,0.1113
"Multifactor 10 TM (ETF, 5YMUNETF)",US Equity,Real Estate,0.612
"Multifactor 10 TM (ETF, 5YMUNETF)",US Equity,Commodities,0.3123
"Multifactor 10 TM (ETF, 5YMUNETF)",Int'l Equity,US Equity,0.8068
"Multifactor 10 TM (ETF, 5YMUNETF)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, 5YMUNETF)",Int'l Equity,US Bonds,0.0618
"Multifactor 10 TM (ETF, 5YMUNETF)",Int'l Equity,Real Estate,0.5417
"Multifactor 10 TM (ETF, 5YMUNETF)",Int'l Equity,Commodities,0.3784
"Multifactor 10 TM (ETF, 5YMUNETF)",US Bonds,US Equity,0.1113
"Multifactor 10 TM (ETF, 5YMUNETF)",US Bonds,Int'l Equity,0.0618
"Multifactor 10 TM (ETF, 5YMUNETF)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, 5YMUNETF)",US Bonds,Real Estate,0.2434
"Multifactor 10 TM (ETF, 5YMUNETF)",US Bonds,Commodities,-0.1543
"Multifactor 10 TM (ETF, 5YMUNETF)",Real Estate,US Equity,0.612
"Multifactor 10 TM (ETF, 5YMUNETF)",Real Estate,Int'l Equity,0.5417
"Multifactor 10 TM (ETF, 5YMUNETF)",Real Estate,US Bonds,0.2434
"Multifactor 10 TM (ETF, 5YMUNETF)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, 5YMUNETF)",Real Estate,Commodities,0.2575
"Multifactor 10 TM (ETF, 5YMUNETF)",Commodities,US Equity,0.3123
"Multifactor 10 TM (ETF, 5YMUNETF)",Commodities,Int'l Equity,0.3784
"Multifactor 10 TM (ETF, 5YMUNETF)",Commodities,US Bonds,-0.1543
"Multifactor 10 TM (ETF, 5YMUNETF)",Commodities,Real Estate,0.2575
"Multifactor 10 TM (ETF, 5YMUNETF)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, CA Muni)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, CA Muni)",US Equity,Int'l Equity,0.8329
"Multifactor 10 TM (ETF, CA Muni)",US Equity,US Bonds,0.1437
"Multifactor 10 TM (ETF, CA Muni)",US Equity,Real Estate,0.5845
"Multifactor 10 TM (ETF, CA Muni)",US Equity,Commodities,0.3645
"Multifactor 10 TM (ETF, CA Muni)",Int'l Equity,US Equity,0.8329
"Multifactor 10 TM (ETF, CA Muni)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, CA Muni)",Int'l Equity,US Bonds,0.0753
"Multifactor 10 TM (ETF, CA Muni)",Int'l Equity,Real Estate,0.5129
"Multifactor 10 TM (ETF, CA Muni)",Int'l Equity,Commodities,0.4113
"Multifactor 10 TM (ETF, CA Muni)",US Bonds,US Equity,0.1437
"Multifactor 10 TM (ETF, CA Muni)",US Bonds,Int'l Equity,0.0753
"Multifactor 10 TM (ETF, CA Muni)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, CA Muni)",US Bonds,Real Estate,0.1932
"Multifactor 10 TM (ETF, CA Muni)",US Bonds,Commodities,-0.1294
"Multifactor 10 TM (ETF, CA Muni)",Real Estate,US Equity,0.5845
"Multifactor 10 TM (ETF, CA Muni)",Real Estate,Int'l Equity,0.5129
"Multifactor 10 TM (ETF, CA Muni)",Real Estate,US Bonds,0.1932
"Multifactor 10 TM (ETF, CA Muni)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, CA Muni)",Real Estate,Commodities,0.2619
"Multifactor 10 TM (ETF, CA Muni)",Commodities,US Equity,0.3645
"Multifactor 10 TM (ETF, CA Muni)",Commodities,Int'l Equity,0.4113
"Multifactor 10 TM (ETF, CA Muni)",Commodities,US Bonds,-0.1294
"Multifactor 10 TM (ETF, CA Muni)",Commodities,Real Estate,0.2619
"Multifactor 10 TM (ETF, CA Muni)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",US Equity,Int'l Equity,0.8269
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",US Equity,US Bonds,0.1021
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",US Equity,Real Estate,0.6056
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",US Equity,Commodities,0.2968
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Int'l Equity,US Equity,0.8269
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Int'l Equity,US Bonds,0.05
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Int'l Equity,Real Estate,0.5071
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Int'l Equity,Commodities,0.3703
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",US Bonds,US Equity,0.1021
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",US Bonds,Int'l Equity,0.05
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",US Bonds,Real Estate,0.2295
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",US Bonds,Commodities,-0.1147
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Real Estate,US Equity,0.6056
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Real Estate,Int'l Equity,0.5071
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Real Estate,US Bonds,0.2295
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Real Estate,Commodities,0.307
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Commodities,US Equity,0.2968
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Commodities,Int'l Equity,0.3703
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Commodities,US Bonds,-0.1147
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Commodities,Real Estate,0.307
"Multifactor 10 TM (ETF, CA Muni, N7YMUN)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, Ex China)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, Ex China)",US Equity,Int'l Equity,0.81
"Multifactor 10 TM (ETF, Ex China)",US Equity,US Bonds,0.1573
"Multifactor 10 TM (ETF, Ex China)",US Equity,Real Estate,0.5751
"Multifactor 10 TM (ETF, Ex China)",US Equity,Commodities,0.302
"Multifactor 10 TM (ETF, Ex China)",Int'l Equity,US Equity,0.81
"Multifactor 10 TM (ETF, Ex China)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, Ex China)",Int'l Equity,US Bonds,0.048
"Multifactor 10 TM (ETF, Ex China)",Int'l Equity,Real Estate,0.5147
"Multifactor 10 TM (ETF, Ex China)",Int'l Equity,Commodities,0.3858
"Multifactor 10 TM (ETF, Ex China)",US Bonds,US Equity,0.1573
"Multifactor 10 TM (ETF, Ex China)",US Bonds,Int'l Equity,0.048
"Multifactor 10 TM (ETF, Ex China)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, Ex China)",US Bonds,Real Estate,0.2387
"Multifactor 10 TM (ETF, Ex China)",US Bonds,Commodities,-0.0946
"Multifactor 10 TM (ETF, Ex China)",Real Estate,US Equity,0.5751
"Multifactor 10 TM (ETF, Ex China)",Real Estate,Int'l Equity,0.5147
"Multifactor 10 TM (ETF, Ex China)",Real Estate,US Bonds,0.2387
"Multifactor 10 TM (ETF, Ex China)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, Ex China)",Real Estate,Commodities,0.2674
"Multifactor 10 TM (ETF, Ex China)",Commodities,US Equity,0.302
"Multifactor 10 TM (ETF, Ex China)",Commodities,Int'l Equity,0.3858
"Multifactor 10 TM (ETF, Ex China)",Commodities,US Bonds,-0.0946
"Multifactor 10 TM (ETF, Ex China)",Commodities,Real Estate,0.2674
"Multifactor 10 TM (ETF, Ex China)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, Ex China, CA Muni)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, Ex China, CA Muni)",US Equity,Int'l Equity,0.8059
"Multifactor 10 TM (ETF, Ex China, CA Muni)",US Equity,US Bonds,0.1515
"Multifactor 10 TM (ETF, Ex China, CA Muni)",US Equity,Real Estate,0.6151
"Multifactor 10 TM (ETF, Ex China, CA Muni)",US Equity,Commodities,0.3493
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Int'l Equity,US Equity,0.8059
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Int'l Equity,US Bonds,0.0501
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Int'l Equity,Real Estate,0.4972
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Int'l Equity,Commodities,0.3605
"Multifactor 10 TM (ETF, Ex China, CA Muni)",US Bonds,US Equity,0.1515
"Multifactor 10 TM (ETF, Ex China, CA Muni)",US Bonds,Int'l Equity,0.0501
"Multifactor 10 TM (ETF, Ex China, CA Muni)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, Ex China, CA Muni)",US Bonds,Real Estate,0.2161
"Multifactor 10 TM (ETF, Ex China, CA Muni)",US Bonds,Commodities,-0.1358
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Real Estate,US Equity,0.6151
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Real Estate,Int'l Equity,0.4972
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Real Estate,US Bonds,0.2161
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Real Estate,Commodities,0.2929
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Commodities,US Equity,0.3493
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Commodities,Int'l Equity,0.3605
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Commodities,US Bonds,-0.1358
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Commodities,Real Estate,0.2929
"Multifactor 10 TM (ETF, Ex China, CA Muni)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",US Equity,Int'l Equity,0.8058
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",US Equity,US Bonds,0.1664
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",US Equity,Real Estate,0.5841
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",US Equity,Commodities,0.3512
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Int'l Equity,US Equity,0.8058
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Int'l Equity,US Bonds,0.0402
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Int'l Equity,Real Estate,0.5101
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Int'l Equity,Commodities,0.3924
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",US Bonds,US Equity,0.1664
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",US Bonds,Int'l Equity,0.0402
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",US Bonds,Real Estate,0.2346
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",US Bonds,Commodities,-0.1447
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Real Estate,US Equity,0.5841
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Real Estate,Int'l Equity,0.5101
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Real Estate,US Bonds,0.2346
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Real Estate,Commodities,0.2786
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Commodities,US Equity,0.3512
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Commodities,Int'l Equity,0.3924
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Commodities,US Bonds,-0.1447
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Commodities,Real Estate,0.2786
"Multifactor 10 TM (ETF, Ex Core, CA Muni)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, exCore)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, exCore)",US Equity,Int'l Equity,0.7748
"Multifactor 10 TM (ETF, exCore)",US Equity,US Bonds,0.1558
"Multifactor 10 TM (ETF, exCore)",US Equity,Real Estate,0.5897
"Multifactor 10 TM (ETF, exCore)",US Equity,Commodities,0.3527
"Multifactor 10 TM (ETF, exCore)",Int'l Equity,US Equity,0.7748
"Multifactor 10 TM (ETF, exCore)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, exCore)",Int'l Equity,US Bonds,0.0513
"Multifactor 10 TM (ETF, exCore)",Int'l Equity,Real Estate,0.5421
"Multifactor 10 TM (ETF, exCore)",Int'l Equity,Commodities,0.3449
"Multifactor 10 TM (ETF, exCore)",US Bonds,US Equity,0.1558
"Multifactor 10 TM (ETF, exCore)",US Bonds,Int'l Equity,0.0513
"Multifactor 10 TM (ETF, exCore)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, exCore)",US Bonds,Real Estate,0.2391
"Multifactor 10 TM (ETF, exCore)",US Bonds,Commodities,-0.1181
"Multifactor 10 TM (ETF, exCore)",Real Estate,US Equity,0.5897
"Multifactor 10 TM (ETF, exCore)",Real Estate,Int'l Equity,0.5421
"Multifactor 10 TM (ETF, exCore)",Real Estate,US Bonds,0.2391
"Multifactor 10 TM (ETF, exCore)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, exCore)",Real Estate,Commodities,0.3035
"Multifactor 10 TM (ETF, exCore)",Commodities,US Equity,0.3527
"Multifactor 10 TM (ETF, exCore)",Commodities,Int'l Equity,0.3449
"Multifactor 10 TM (ETF, exCore)",Commodities,US Bonds,-0.1181
"Multifactor 10 TM (ETF, exCore)",Commodities,Real Estate,0.3035
"Multifactor 10 TM (ETF, exCore)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, exCore, N7YMUN)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, exCore, N7YMUN)",US Equity,Int'l Equity,0.8272
"Multifactor 10 TM (ETF, exCore, N7YMUN)",US Equity,US Bonds,0.1487
"Multifactor 10 TM (ETF, exCore, N7YMUN)",US Equity,Real Estate,0.5627
"Multifactor 10 TM (ETF, exCore, N7YMUN)",US Equity,Commodities,0.3203
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Int'l Equity,US Equity,0.8272
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Int'l Equity,US Bonds,0.0366
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Int'l Equity,Real Estate,0.502
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Int'l Equity,Commodities,0.392
"Multifactor 10 TM (ETF, exCore, N7YMUN)",US Bonds,US Equity,0.1487
"Multifactor 10 TM (ETF, exCore, N7YMUN)",US Bonds,Int'l Equity,0.0366
"Multifactor 10 TM (ETF, exCore, N7YMUN)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, exCore, N7YMUN)",US Bonds,Real Estate,0.2234
"Multifactor 10 TM (ETF, exCore, N7YMUN)",US Bonds,Commodities,-0.0897
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Real Estate,US Equity,0.5627
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Real Estate,Int'l Equity,0.502
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Real Estate,US Bonds,0.2234
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Real Estate,Commodities,0.2616
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Commodities,US Equity,0.3203
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Commodities,Int'l Equity,0.392
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Commodities,US Bonds,-0.0897
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Commodities,Real Estate,0.2616
"Multifactor 10 TM (ETF, exCore, N7YMUN)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Equity,Int'l Equity,0.8617
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Equity,US Bonds,0.1153
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Equity,Real Estate,0.5767
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Equity,Commodities,0.3423
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Int'l Equity,US Equity,0.8617
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Int'l Equity,US Bonds,0.1054
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Int'l Equity,Real Estate,0.5676
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Int'l Equity,Commodities,0.3955
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Bonds,US Equity,0.1153
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Bonds,Int'l Equity,0.1054
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Bonds,Real Estate,0.2437
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Bonds,Commodities,-0.0934
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Real Estate,US Equity,0.5767
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Real Estate,Int'l Equity,0.5676
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Real Estate,US Bonds,0.2437
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Real Estate,Commodities,0.3
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Commodities,US Equity,0.3423
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Commodities,Int'l Equity,0.3955
